El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Pero si no hubiéramos tenido un manejo impecable de la economía no hubiéramos podido aumentarles ni éste, ni el otro, ni el 2002, ni el 2003.	MONTESINOS
Militar Desconocido	 (?).	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Ahora, por ejemplo, a mí, mi responsabilidad, ¿qué pasaría si nosotros decimos: “bueno, auméntese 500 soles a la Fuerza Armada.”?	MONTESINOS
Militar Desconocido	 No.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Es decir, al año se colapsa todito.	MONTESINOS
Militar Desconocido	 Así es.	MILITAR DESCONOCIDO
Militar Desconocido	 Como hizo Alan García que un año fue de felicidad para el país, pero las reservas se vinieron abajo.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Entonces, en año y medio estamos en una crisis pero imparable y eso generaría una situación de inestabilidad económica terrible.	MONTESINOS
Militar Desconocido	 En realidad la solución es de apurar el referéndum y lo otro.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Acá el tema está de que... es bueno que ustedes sepan: nosotros tenemos que regirnos por lo que dice la ley ¿no? Entonces,... y no la ley que la sacamos ahorita porque somos mayoría en el Congreso y podemos adecuar en función de nuestro capricho. Por eso alguien decía: “son unos vivos. Claro, tienen el Congreso, sacan las leyes y van cambiando la reglas de juego.” No. La ley que ha sido dada la Ley de Participación Ciudadana que está vigente hace tres años atrás, establece como condición sine qua non para llevar a cabo un referéndum, de que previamente haya una iniciativa del Congreso que sea desaprobada para hacer el referéndum por 48 votos. Me explico: si yo quiero hacer un referéndum, ¿qué tengo que hacer? Tengo que dar la iniciativa en el Congreso y 48 congresistas tienen que votar.	MONTESINOS
Militar Desconocido	 Estar de acuerdo.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Sí, 48 están de acuerdo, recién se inicia el trámite del referéndum. Entonces, en ese momento el Congreso remite al Jurado, le dice: “ya se ha cumplido con la desaprobación por 48. “ Entonces el Jurado expide una resolución y le ordena al ONPE que inicie el trámite. En ese momento, le presentan el millón 200 mil firmas o las firmas que sean y el hombre procede a la verificación. Si han logrado el millón 200 mil firmas comunican al Jurado y el Jurado hace la convocatoria; si no han logrado el millón 200 mil firmas tienen 30 días para completarlas. Si no la completan en esos 30 días, quedó sin efecto el referéndum; o sea, ése es el procedimiento.	MONTESINOS
Militar Desconocido	 Claro.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Entonces, en este momento, ¿qué es lo que falta?  No hay la iniciativa legislativa del Congreso derogada.	MONTESINOS
Militar Desconocido	 Ya.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Entonces, el Congreso no... 48 congresista no hay. Entonces, es como si me dijeran que yo quiero construir el segundo piso sin tener los cimientos o me quiera comer la sopa o el postre sin haber pasado la entrada, para hablar así en términos más simples.	MONTESINOS
Militar Desconocido	 Pero de la manera como lo presentan...	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Es que ellos son mañosos. ¿Por qué? Porque la gente no entiende los mecanismos (5) de la legalidad y esas cosas, entonces confunden a la gente. Ahora ellos han presentado una solicitud muy mañosa a la ONPE y le dicen: “Proceda a la verificación de firmas” y el ONPE les dice, pues: “no, ¿por qué voy a verificar y en base a qué voy a verificar?” Yo para verificar tengo que recibir la decisión del Jurado que me dice que se ha cumplido con el requisito del Congreso y recién lo verifico. Pero así son las reglas de juego, las reglas de juego dadas por ellos en el Congreso. Ahora, la otra cosa es de que en la Constitución del Estado que está vigente, en el artículo 32.° se habla de tres requisitos para llevar a cabo el referéndum o, mejor dicho, tres causales para poder hacer el referéndum —uno— para modificar la Constitución: yo puedo hacer un referéndum para modificar la Constitución, puedo hacer un referéndum para aprobar cualquiera ley y puedo hacer un referéndum para hacer cualquier ordenanza municipal; o sea, ésos tres son los requisitos.	MONTESINOS
Militar Desconocido	 Esos tres.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Tres temas que la Constitución no da. Cuando se hizo la ley que les acabo de decir que se llama de Participación Ciudadana, a esos tres le agregaron, por ley, no por Constitución, un requisito más que se llama que yo puedo hacer un referéndum para desaprobar leyes, le agregaron un cuarto tema. Bueno, eso se le ocurrió al Doctor Carlos Torres y Torres Lara. No sé por qué fue más allá de la Constitución, porque lo único que han debido repetir es lo que dice la Constitución (?). Entonces, ellos se agarraron de esa ley, de ese inciso que desaprobaron y dijeron: “muy bien, vamos a iniciar una recolección de firmas para desaprobar la ley.” Entonces, ¿qué se hizo? Se derogó hace dos años ese inciso. O sea, ya no existe la posibilidad legal de ir a un referéndum para desaprobar una ley; o sea, yo no tengo el fundamento de derecho para hacer la petición; es decir: “señor, yo pido que me reconozcan tantos años de servicio basado en la Ley de Situación Militar en el artículo tal.” Pero, si me han derogado el artículo, ¿con qué derecho reclamo?	MONTESINOS
Militar Desconocido	 Claro.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Entonces, en este momento ellos presentan al Jurado, dicen: “ya tengo el millón 200 mil firmas, quiero hacer el referéndum” ¿pero basados en qué fundamento? El fundamento de hace 3 años ya no existe y la Constitución solamente me dice 3 y ninguno de esos 3 me dice: “desaprobado.” Entonces yo tengo que hacer el petitorio con un fundamento de derecho y el fundamento de firmas. Entonces, el Jurado no puede aplicar eso porque la ley está derogada, si ellos aplican una ley derogada estarían incurriendo en una nulidad.	MONTESINOS
Militar Desconocido	 Claro.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Y las leyes tienen efecto retroactivo solamente en materia penal favorables al reo. Pero, en materia electoral o de otra naturaleza no tienen (?) Muy bien, ellos dicen que han recolectado un millón 200 mil firmas para que se haga el referéndum. Un millón 200 mil firmas no pueden poner a voluntad pues a 11 millones 700 mil personas, porque se supone que si todos quisieran cambiarlas, ellos debían haber juntado pues 10 millones de éstos ó 6 millones. Entonces, basados en un millón 200 mil, que no significa sino el 10% del electorado; o sea, el 90 está ajeno, al margen.	MONTESINOS
Militar Desconocido	 Y con las justas, porque allí debe haber (?)	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Claro, es imposible que...	MONTESINOS
Militar Desconocido	 En todo caso, (?).	MILITAR DESCONOCIDO
Militar Desconocido	 La moral está por lo suelos.	MILITAR DESCONOCIDO
Militar Desconocido	 Ese Menem ha hecho tremendo daño a la Fuerza Armada ¿ah?	MILITAR DESCONOCIDO
Militar Desconocido	 (?)	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Por eso el Segundo Cuerpo del Ejército, que quedaba ahí en Palermo, como decir la Segunda Región Militar, la desaparecieron. O sea, ¿qué tienen en Buenos Aires? Solamente tienen el regimiento este de caballos, como decir el Regimiento Escolta del Presidente. De  Fuerza no tienen absolutamente nada, desaparecieron el Segundo Cuerpo del Ejército, ahí no hay nada.	MONTESINOS
Militar Desconocido	 La Fuerza Aérea también tiene problemas.	MILITAR DESCONOCIDO
Militar Desconocido	 Han privatizado su servicio de mantenimiento ellos (?)	MILITAR DESCONOCIDO
Militar Desconocido	 Es una pena.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Sí, es una pena, realmente es una pena. Mientras tanto, por ejemplo, en Chile, estamos viendo cómo (6) en la Fuerza Armada Chilena, de que en la práctica con Argentina ya no hay ningún problema. Con Bolivia... bueno, Bolivia para Chile  no es nada. Entonces, solamente quedamos nosotros. Vemos cómo ellos están desarrollando su Fuerza Armada con un concepto ofensivo-defensivo, pero el proyecto Rayo, la modernización es bajo el criterio de fuerzas armadas en condiciones de entrar en operaciones para defender(?) según sea el caso, el proyecto Rayo.	MONTESINOS
Militar Desconocido	 Claro, ahí está el proyecto Rayo.	MILITAR DESCONOCIDO
Militar Desconocido	 Así es, así es.	MILITAR DESCONOCIDO
Militar Desconocido	 ¿Y ya no hay problema fronterizo ahí?	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 No tiene problema fronterizo, pero el centro le da la fuerza armada, es casi como nosotros.	MONTESINOS
Militar Desconocido	 Claro, claro, ya es otro concepto, ya eso es la inversión chilena.	MILITAR DESCONOCIDO
Militar Desconocido	 La defensa de sus inversiones.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Por eso es que nosotros no debemos  nunca bajar la guardia y pensar que Chile es menos que nosotros.	MONTESINOS
Militar Desconocido	 No, eso nunca.	MILITAR DESCONOCIDO
Militar Desconocido	 La concepción y el despliegue de esfuerzos no varía, (parte testada).	MILITAR DESCONOCIDO
Militar Desconocido	 Alan García en ese concepto desactivaba.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 No te pases, ese es un irresponsable.	MONTESINOS
Militar Desconocido	 Dice que la misma ciudadanía chilena, el sentimiento que tiene hacia nosotros, que se expresó del partido pero (?) les afloró todo, les afloró todo.	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 En realidad salió ahí.	MONTESINOS
El señor COMANDANTE GENERAL DE LA FUERZA AÉREA DEL PERÚ, General del Aire don Elesván Bello Vásquez.—	 Sí, eso es cierto.  (Parte testada)	MONTES DE OCA
El señor MINISTRO DE DEFENSA, General EP don Julio Salazar Monroe.—	 Claro, por supuesto.	MONTES DE OCA
Militar Desconocido	 Lógico.	MILITAR DESCONOCIDO
Militar Desconocido	 Y estaba invitado el general ahí. (Parte testada).	MILITAR DESCONOCIDO
El señor MINISTRO DE DEFENSA, General EP don Julio Salazar Monroe.—	 Es como cuando celebran el Día del Ejército, el Día del Ejército Chileno y la Gloria Nacional. La fecha, Aniversario del Día del Ejército y la Gloria Nacional.	MONTES DE OCA
Militar Desconocido	 El otro día fue uno de los defraudados en el partido de Chile porque coincidió con la ronda de conversaciones, no sé si se acuerda, y fuimos al estadio. Verdaderamente el público gritó cualquier cantidad; pero, ¿sabe quien inició la cuestión? Los peruanos. (Parte testada). Sale la selección chilena y los empiezan a pifiar en el estadio, era un grupito de peruanos,  chiquitito. (Risas.)	MILITAR DESCONOCIDO
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Yo dije no van a (?)	MONTESINOS
Militar Desconocido	 Así es, Doctor, ha sido así claro, estaba el grupo (?)	MILITAR DESCONOCIDO
Militar Desconocido	 Sí, pero en el aeropuerto pasaron cosas.	MILITAR DESCONOCIDO
Militar Desconocido	 Bueno, sí, ha habido, ha habido, pues, y seguramente por eso es que la barra pifió.	MILITAR DESCONOCIDO
El señor COMANDANTE GENERAL DE LA FUERZA AÉREA DEL PERÚ, General del Aire don Elesván Bello Vásquez.—	 ¿Sabes qué? No debemos engañarnos.	MONTES DE OCA
Militar Desconocido	 No, yo estoy seguro de eso, pero digo pues como fue la chicha.	MILITAR DESCONOCIDO
El señor COMANDANTE GENERAL DE LA FUERZA AÉREA DEL PERÚ, General del Aire don Elesván Bello Vásquez.—	 Eso es sicología de masas.	MONTES DE OCA
Militar Desconocido	 Y después sabes que, el estadio era completamente rojo, de camisetas rojas o sea no es que van de civil, no, cada uno con su camiseta roja, eso también es algo que a la selección (?). Y lamentablemente la selección jugó en el primer tiempo bien, después llegó un momento en que “pum” cayó el (?). (Parte testada).	MILITAR DESCONOCIDO
Background	—Fin del Vídeo N.° 975. —Transcripción: miércoles 13 de junio de 2001.	BACKGROUND
speaker	speech	DELGADO PARKER
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N.° 974 (Este vídeo es continuación del  Vídeo N.° 975) “CONDECORACIÓN AL DR. VLADIMIRO MONTESINOS TORRES POR LA FUERZA AÉREA DEL PERÚ” DEL 24 DE JULIO DE 1998 —Se ve saliendo al doctor Vladimiro Montesinos Torres de la sala donde se ha llevado a cabo la ceremonia de condecoración, a su lado izquierdo lo acompaña el general FAP Elesván Bello Vásquez y a su lado derecho lo acompaña otro general FAP. Luego detrás de ellos un buen número de personas (algunos con cámaras de video) y también sale el general EP Julio Salazar Monroe.	BACKGROUND
El señor MONTESINOS TORRES.—	 Tiene su chispa. (Risas.)	MONTESINOS
El general FAP.—	 Uy, cuando nos ponemos en un contrapunteo (risas) más o menos...	VERA
El general FAP BELLO VÁSQUEZ.—	 Se sonríe de la ocurrencia del general FAP.	BELLO VAZQUEZ
Background	—Luego llegan a la salida y se despiden.	BACKGROUND
El señor MONTESINOS TORRES.—	 Muchas gracias general.	MONTESINOS
El general FAP BELLO VÁSQUEZ.—	 De nada doctor, gracias a usted.	BELLO VAZQUEZ
El señor MONTESINOS TORRES.—	 Mi general, muchas gracias.	MONTESINOS
El general FAP.—	 Felicidades, hasta luego, felicitaciones.	VERA
Background	—Se retira el doctor Vladimiro Montesinos Torres en un cherokee de color negro y el general FAP Elesván Bello Vásquez con el otro general FAP, reingresan al local institucional. —Minutos después ambos generales FAP, hacen lo mismo y despiden al general EP Julio Salazar Monroe y a su edecán, quienes ingresan a un carro azul. —Luego se visualizan varias fotos: 1.- Se ve al doctor Vladimiro Montesinos Torres, esperando que lo condecoren. 2.- La condecoración al doctor Vladimiro Montesinos Torres, impuesta por el general FAP Elesván Bello Vásquez. 3.- El doctor Vladimiro Montesinos Torres, regresando a su ubicación correspondiente. 4.- El general FAP Elesván Bello Vásquez, dando su discurso a los concurrentes. 5 y 6.- El doctor Vladimiro Montesinos Torres, con toda la Plana Mayor de la FAP. 7.- El doctor Vladimiro Montesinos Torres, agradeciendo la condecoración otorgada. 8.- El general FAP Elesván Bello Vásquez junto al doctor Vladimiro Montesinos Torres. —Fin del vídeo N.° 974. —Transcripción: miércoles 13 de Junio de 2001.	BACKGROUND
