La señora VALCÁRCEL, Gisela.—	 Pero, la verdad que tiene cada historia ya para contarla a tres siguientes generaciones.
El señor MONTESINOS TORRES.—	 Bueno.
La señora VALCÁRCEL, Gisela.—	 Hay cosas que uno no conoce ¿no?
El señor MONTESINOS TORRES.—	 Claro. Uno ve, digamos, las cosas visibles, lo que sale en la televisión; pero hay un iceberg. Uno ve la punta del misil adentro, pero hay una profundidad.
Background	—La señora Gisela Valcárcel recibe una llamada telefónica a su celular de su hija Ethel.
El señor MONTESINOS TORRES.—	 Qué edad tiene.
La señora VALCÁRCEL, Gisela.—	 18 años.
El señor MONTESINOS TORRES.—	 Ah, 18 años.
La señora VALCÁRCEL, Gisela.—	 Se está yendo ahorita de viaje.
señor CROUSILLAT CARREÑO.—	 Ya ha ido de viaje varias veces, ya fue un tiempo.
La señora VALCÁRCEL, Gisela.—	 Desde los 12 años, cada vacaciones se iba afuera. Y ahora (Ininteligible) es una etapa de 18 años a 23 años, y cuando están lejos (Ininteligible). Además, me la pasé el año pasado, también me sucedió, terminado el programa me embarcaba a Miami, de Miami a San Francisco, 14 horas, y llegaba a San Francisco por el cambio de horario era las 10 de la mañana, y me quedaba esa noche, y salía  a las 8 de la mañana del día siguiente de regreso aburrida de tanto viaje.
El señor MONTESINOS TORRES.—	 Claro, lógico.
La señora VALCÁRCEL, Gisela.—	 Cuando yo iba a verla era cada dos semanas, ella se adaptaba, lloraba, me la llevaba a comer, muchas veces a buscar un restaurante a ver lo que pasaba. O sea estaba agotada, llegaba acá a Lima a las seis de la mañana, hacía mi programa a las doce del día (Ininteligible) en avión, bajar, subir. Uno sale a tres horas, cuatro, y las diversiones es inagotable, el más pobre, más pobre tiene que (Ininteligible).
El señor MONTESINOS TORRES.—	 Claro. Pero eso es por qué, porque tenemos paz y tranquilidad. Pasamos de (Ininteligible) a paz y tranquilidad.
La señora VALCÁRCEL, Gisela.—	 (Ininteligible) un rato al sur.
El señor MONTESINOS TORRES.—	 No hay ningún problema.
La señora VALCÁRCEL, Gisela.—	 El otro día un amigo me dice: fulano de tal, (Ininteligible) abróchese los cinturones. En mi país hay policías de carreteras con (Ininteligible) Claro, le dije, (Ininteligible) me han puesto tres multas.
El señor MONTESINOS TORRES.—	 Ahora es la máquina la que.
La señora VALCÁRCEL, Gisela.—	 (Ininteligible).
El señor MONTESINOS TORRES.—	 Ahora todo el sistema de playas está con carreteras saturadas.
La señora VALCÁRCEL, Gisela.—	 Mujeres manejando solas con sus hijos, yéndose al sur sin miedo.
El señor MONTESINOS TORRES.—	 Claro, porque ya en el país  hay una garantía de que tu puedes.
La señora VALCÁRCEL, Gisela.—	 La carretera es espectacular ahora.
El señor MONTESINOS TORRES.—	 Pero tenemos un problema, el problema es que ha incrementado el consumo de droga en toda la zona de las playas desde la Herradura hasta Ica (12) en las discotecas.
El señor CROUSILLAT CARREÑO.—	 La coca y otras drogas, ¿no?
El señor MONTESINOS TORRES.—	 Sí, sí, claro, otras drogas.
El señor CROUSILLAT CARREÑO.—	 Lo que más traen es cocaína pura
El señor MONTESINOS TORRES.—	 Así es. Entonces, qué hacen por ejemplo estos tipos que están tras la organización, agarran y encierran en unos arenales la droga y entonces a la hora que están en la discoteca con unos traguitos empiezan a sacar y ahí viene.
El señor CROUSILLAT CARREÑO.—	 La venta.
El señor MONTESINOS TORRES.—	 Entonces, se produce la venta de la microcomercialización.
El señor CROUSILLAT CARREÑO.—	 Yo lo sé, me han dicho que hay discotecas (ininteligible).
El señora VALCÁRCEL, Gisela.—	 Te han dicho y he ido a verlas el otro día. Del carro no bajé (ininteligible), un pueblo trasladado para allá, miles de personas en las pistas, todos van con botellas, miles. No es que tú veas una discoteca (ininteligible), vamos a verla. Impresionante, (ininteligible).
El señor CROUSILLAT CARREÑO.—	 (Ininteligible).
El señor MONTESINOS TORRES.—	 Sí, claro, estamos trabajando en eso. Por ejemplo, ahorita, en este momento los días jueves, viernes, sábados y domingo (ininteligible).
El señor CROUSILLAT CARREÑO.—	 ¿Y jueves funciona?
El señor MONTESINOS TORRES.—	 Claro, desde el jueves; entonces, yo qué hago, ya tenemos fichado a toditas las discotecas, entonces el día jueves salen los equipos, salen dos, tres parejas.
El señora VALCÁRCEL, Gisela.—	 (ininteligible)
El señor MONTESINOS TORRES.—	 No, no, es que nosotros no mandamos personal uniformado, sino civil.
El señora VALCÁRCEL, Gisela.—	 ¡Ah! ya
El señor CROUSILLAT CARREÑO.—	 Manda gente como si fuera (ininteligible).
El señor MONTESINOS TORRES.—	 Claro, vamos para ir viendo, digamos, una o dos semanas vamos viendo como es la mecánica en cada discoteca llevando a tres parejas como si fueran un grupo de amigos que llegan ahí con el carro y observan el panorama; entonces, van viendo que está pasando el jueves, viernes, sábado y domingo, así el fin de semana viendo, entonces ya después.
El señora VALCÁRCEL, Gisela.—	 (ininteligible).
El señor MONTESINOS TORRES.—	 Claro, lógico.
El señor CROUSILLAT CARREÑO.—	 Ahora, ellos se trasladan en invierno a algún lugar (ininteligible).
El señor MONTESINOS TORRES.—	 (Ininteligible)
El señora VALCÁRCEL, Gisela.—	 Pero a dónde, hay tantos (ininteligible).
El señor MONTESINOS TORRES.—	 Claro.
El señor CROUSILLAT CARREÑO.—	 Ahí se efectúa la venta de la droga, también.
El señor MONTESINOS TORRES.—	 Claro, lógico. Ahorita las discotecas en Lima, por ejemplo, el Amadeus lo han cerrado, pero era un sitio donde aunque tú no lo creas consumen más droga que la madona.
La señora VALCÁRCEL, Gisela.—	 (ininteligible)
El señor MONTESINOS TORRES.—	 Claro.
El señora VALCÁRCEL, Gisela.—	 (ininteligible)
El señor CROUSILLAT CARREÑO.—	 Claro, pero (ininteligible).
El señora VALCÁRCEL, Gisela.—	 Pero qué discoteca (ininteligible)
El señor MONTESINOS TORRES.—	 Las discotecas no, porque las discotecas ya se han definido, están con la cuestión de echarse (ininteligible).
El señora VALCÁRCEL, Gisela.—	 Claro.
El señor MONTESINOS TORRES.—	 (Ininteligible), hay un relajo. (Ininteligible) en la discoteca solamente se consume y van generando un problema de orden social.
El señor CROUSILLAT CARREÑO.—	 Ahora, el tema es qué vende.
El señor MONTESINOS TORRES.—	 Bueno, estamos en esa etapa, (ininteligible) y está vendiendo. Hay una organización que está alimentando eso y tiene que haber un laboratorio acá en Lima.
El señor CROUSILLAT CARREÑO.—	 ¿Hay laboratorios en Lima?
El señor MONTESINOS TORRES.—	 Sí, claro, hay un laboratorio donde se hace la cocaína, tiene que haber, porque sino cómo están consumiendo cocaína.
Background	—La señora Gisela Valcárcel recibe una llamada de su teléfono celular.
El señora VALCÁRCEL, Gisela.—	 ¡Hola!, ¿quién habla? Cecilita, ¿cómo estás?, hay amiguita con muchas ganas de hablar contigo, (ininteligible) y luego te llamo. Gracias. Ceci, te llamo, sí lo tengo, un abrazo, cuídate. Gracias.
El señor CROUSILLAT CARREÑO.—	 Vas a contestar todas las llamadas que te hagan.
El señora VALCÁRCEL, Gisela.—	 No, (ininteligible)
El señor CROUSILLAT CARREÑO.—	 Desde que estamos (ininteligible) le han llamado como 100 personas.
El señora VALCÁRCEL, Gisela.—	 (ininteligible).
El señor CROUSILLAT CARREÑO.—	 ¡Ah¡ de (ininteligible)
El señora VALCÁRCEL, Gisela.—	 (ininteligible)
El señor MONTESINOS TORRES.—	 Una persona muy solidaria.
El señora VALCÁRCEL, Gisela.—	 Y además trabajadora al mínimo.
El señor MONTESINOS TORRES.—	 Así.
El señora VALCÁRCEL, Gisela.—	 Trabaja todo el tiempo (ininteligible).
El señor CROUSILLAT CARREÑO.—	 Que importante que se hayan conocido.
El señora VALCÁRCEL, Gisela.—	 Me ha encantado conocerlo.
El señor MONTESINOS TORRES.—	 Trátame de tú mejor.
El señora VALCÁRCEL, Gisela.—	 (ininteligible). Me ha encantado de verdad conocerte y todo (ininteligible).
El señor MONTESINOS TORRES.—	 Claro, por supuesto.
El señora VALCÁRCEL, Gisela.—	 Gratamente de haberte conocido.
El señor MONTESINOS TORRES.—	 De igual manera.
El señor CROUSILLAT CARREÑO.—	 Es un primer acercamiento que yo creo que siempre conociendo a Gisela la capacidad que tiene y conociendo acá al hombre, creo que este es un día (ininteligible).
El señor MONTESINOS TORRES.—	 Claro, por supuesto, esa es la idea. Tú sabes, en realidad yo creo, Francisco, quisiera tener la oportunidad de hablar personalmente contigo y poner un granito de arena en estos momentos que estás pasando difícil y  mostrarte mi solidaridad como muchos otros peruanos que lo estarán haciendo quizás, no te lo podrán decir, pero tengo la suerte de poder decírtelo.
El señora VALCÁRCEL, Gisela.—	 (ininteligible). Muchas gracias.
El señor MONTESINOS TORRES.—	 Pero, digamos (13) que siento una obligación moral (ininteligible) de ayudarte en tu problema, con mucho gusto lo voy a hacer, es más, con gran energía,  porque la mujer está por encima de todo.
La señora VALCÁRCEL, Gisela.—	 Gracias. (Ininteligible).
El señor MONTESINOS TORRES.—	 Al contrario, tiene que ser el asunto de la difamación, casualmente lo mismo,  tiene que presentar un escrito para que lo requieran a él en lo personal, porque el requerimiento está en que se abstenga de hacer la distribución, pero estando en las librerías, yo ya distribuí en las librerías, ya se hace una requisa en las librerías, voy a mandar a hacer una requisa en las librerías, voy a mandar hacer una requisa (ininteligible).
La señora VALCÁRCEL, Gisela.—	 Gracias.
El señor MONTESINOS TORRES.—	 De esa manera él ya se olvida, pero que quede una resolución judicial que (ininteligible) es lo fundamental. Incluso sugiérele a Ghersi, sugiérele que vaya un poquito más, pídele que ...
La señora VALCÁRCEL, Gisela.—	 No, a él le va a encantar. Está feliz
El señor MONTESINOS TORRES.—	 Un último pasito, ¿no?, como es el abogado, va a ser el abogado del año (ininteligible)
El señor CROUSILLAT CARREÑO.—	 (Ininteligible). (Risas.)
La señora VALCÁRCEL, Gisela.—	 (Ininteligible).
El señor CROUSILLAT CARREÑO.—	 Sí. Pero así como se levanta también puede caerse.
La señora VALCÁRCEL, Gisela.—	 (ininteligible)
El señor CROUSILLAT CARREÑO.—	 Me agarró la mala racha.
El señor MONTESINOS TORRES.—	 Sí me agarró la  mala racha, pues, qué se va hacer. El abogado de moda, ah.
La señora VALCÁRCEL, Gisela.—	 Es verdad (ininteligible).
Background	—La señora Gisela Valcárcel recibe una llamada en su celular.
La señora VALCÁRCEL, Gisela.—	 Hola. (Ininteligible).
Background	—El señor Vladimiro Montesinos Torres y el señor Crousillat Carreño continúan conversando.
El señor CROUSILLAT CARREÑO.—	 (Ininteligible).
El señor MONTESINOS TORRES.—	 No.
La señora VALCÁRCEL, Gisela.—	 (Ininteligible).
El señor MONTESINOS TORRES.—	 (Ininteligible).
El señor CROUSILLAT CARREÑO.—	 (Ininteligible).
La señora VALCÁRCEL, Gisela.—	 La verdad encantada, agradecida por la solidaridad. Muchísimas gracias (ininteligible).
El señor MONTESINOS TORRES.—	 No, estamos juntos.
La señora VALCÁRCEL, Gisela.—	 (Ininteligible) fin de semana (ininteligible).
El señor MONTESINOS TORRES.—	 Eso es normal.
La señora VALCÁRCEL, Gisela.—	 (Ininteligible) que los patrulleros (ininteligible).
El señor MONTESINOS TORRES.—	 Tiene que estar así (ininteligible).
El señor CROUSILLAT CARREÑO.—	 ¿Tienes un auto?
El señor MONTESINOS TORRES.—	 Sí, tengo un carro para ella.
La señora VALCÁRCEL, Gisela.—	 Muchas gracias.
El señor MONTESINOS TORRES.—	 Gusto de conocerte.
La señora VALCÁRCEL, Gisela.—	 Espero volver a verte.
El señor CROUSILLAT CARREÑO.—	 (Ininteligible).
La señora VALCÁRCEL, Gisela.—	 (Ininteligible).
Background	—La señora Gisela Valcárcel se retira y los señores la acompañan.
El señor CROUSILLAT CARREÑO.—	 Ese es el momento, porque está (ininteligible). Si algún día (ininteligible).
El señor MONTESINOS TORRES.—	 (Ininteligible).
El señor CROUSILLAT CARREÑO.—	 Dios quiera.
El señor MONTESINOS TORRES.—	 Claro.
El señor CROUSILLAT CARREÑO.—	 Ya tenemos 2 elementos jóvenes.
El señor MONTESINOS TORRES.—	 (Ininteligible).
El señor CROUSILLAT CARREÑO.—	 (Ininteligible).
El señor MONTESINOS TORRES.—	 (Ininteligible) cae del cielo (ininteligible). Te has sacado la Tinka, hermano.
El señor CROUSILLAT CARREÑO.—	 Primero que nada que no es tonta, (ininteligible) tu crees que un juez, tu crees que (ininteligible).
Background	—Llaman al señor Vladimiro Montesinos Torres tocando la puerta.
El señor MONTESINOS TORRES.—	 Quieres ir a recoger al papá (Ininteligible).
El señor CROUSILLAT CARREÑO.—	 Al Parque La Reserva N.° 195, 5to. A.
El señor CHOFER.—	 Ya.
El señor CROUSILLAT CARREÑO.—	 Mira, con seguridad está saliendo a la izquierda. Si tu quieres salimos (ininteligible) blanca Toyota.
El señor CHOFER.—	 Ya.
El señor CROUSILLAT CARREÑO.—	 Le voy a decir a ellos que le avisen que estás yendo a recogerlo o para que vayan contigo.
El señor CHOFER.—	 Más tranquilo.
El señor CROUSILLAT CARREÑO.—	 Dile que te acompañen para recoger a  (Ininteligible).
El señor MONTESINOS TORRES.—	 Espérate un ratito.
Background	—El señor Vladimiro Montesinos Torres sale de la habitación. —Se aprecia al señor Crousillat Carreño viendo televisión. —En esta secuencia el señor Vladimiro Montesinos Torres ya se encuentra conversando con el señor Crousillat Carreño.
El señor MONTESINOS TORRES.—	 La otra está mejor que esta.
El señor CROUSILLAT CARREÑO.—	 (Ininteligible).
El señor MONTESINOS TORRES.—	 Pero ella también tiene su calor.
El señor CROUSILLAT CARREÑO.—	 Para rescatarla a ella hay que hacer un trabajo (ininteligible) hay que hacer un trabajo de recomposición de imagen (ininteligible).
El señor MONTESINOS TORRES.—	 Claro, se casó, se divorció y...
El señor CROUSILLAT CARREÑO.—	 Ese vídeo de la vida privada (ininteligible) no supo elegir el momento ni el programa ni el canal adecuado, entonces, ella sale del 4 con más de 20 puntos de promedio (ininteligible) tenía 4 puntos (ininteligible), entonces, lo que se podría hacer con ella es toda una campaña, (14) un programa diría muy exclusivo, de una vez cada quince días, donde ella tendrá que entrevistar,  ella es buena para eso.
El señor MONTESINOS TORRES.—	 Claro.
El señor CROUSILLAT CARREÑO.—	 Pero Laura es otra cosa. Laura lo que tiene es (ininteligible). Laura es igual fuera que dentro de la pantalla.
El señor MONTESINOS TORRES.—	 Sí, claro, no cambia.
El señor CROUSILLAT CARREÑO.—	 Jamás.
El señor MONTESINOS TORRES.—	 Tiene una personalidad muy fuerte.
El señor CROUSILLAT CARREÑO.—	 Laura lo que tiene es (ininteligible). Laura (ininteligible) o sea, son dos cosas. Lo que pasa es que (ininteligible) la manejó a Gisela ahí en el tema de (ininteligible), no la cuidaron, ella no supo hacerse respetar y creyó que ella era todo y vaya donde vaya iba a ser ella. Pero no era así, porque también hay un manejo de imagen, hay una competencia de equipo, de los horarios, de la Revista Dominical, y ahí fue que Gisela cae. Ahora, bueno, Gisela es una figura muy popular y conocida, tiene que recomponer ella su dirección, tiene que recomponer su imagen. Entonces, no es un problema de la vida pública, es un problema de la pantalla.
El señor MONTESINOS TORRES.—	 Claro.
El señor CROUSILLAT CARREÑO.—	 A Gisela la conoce todo el mundo. No hay en el Perú que no conozca a Gisela, pero tampoco no hay nadie que no conozca a Laura.
El señor MONTESINOS TORRES.—	 Así es.
El señor CROUSILLAT CARREÑO.—	 Pero por ahí no viene el problema. El problema viene que se equivocó en el manejo de pantalla y eso se paga. Para volver a ponerla donde estaba en pantalla hay que hacer toda una estrategia de trabajo; se puede y tiene condiciones. Pero yo no haría nada personalmente en este momento que choque con Laura y lo que puede significar.
El señor MONTESINOS TORRES.—	 No, no, no, no.
El señor CROUSILLAT CARREÑO.—	 Porque Laura es una gran persona y es una mujer mucho más íntegra, mucho más derecha que Gisela. Gisela es más comerciable, va por otro lado inclusive.
El señor MONTESINOS TORRES.—	 Claro, tú la conoces más a ella, entonces.
El señor CROUSILLAT CARREÑO.—	 Las conozco a las dos. Eso no quiere decir que no es buena, Gisela es buena. Gisela agarra un micrófono y si la llevas bien.
El señor MONTESINOS TORRES.—	 Así es.
El señor CROUSILLAT CARREÑO.—	 Mientras que estuvo ligada con Guillermo Guille (ininteligible), es un genio de la televisión. El tipo, como lo ves, se forja la vida por ahí, es un inadaptado.
El señor MONTESINOS TORRES.—	 ¿Pero para la televisión?
El señor CROUSILLAT CARREÑO.—	 Para la televisión es un genio, ve más allá de la cámara. Mientras que Gisela tuvo a Guillermo Guille atrás tocaba el piso, es lo que tiene Laura atrás también.
El señor MONTESINOS TORRES.—	 La misma estrategia.
El señor CROUSILLAT CARREÑO.—	 Yo le dije a Laura, agárrate de Guille, no lo sueltes nunca, porque ésa es una de tus llaves al éxito.
El señor MONTESINOS TORRES.—	 Claro, lógico.
El señor CROUSILLAT CARREÑO.—	 Guille es flojón,  se pierde, no se pierde en el mal sentido, le gusta entrenar los domingos. Es un tipo sano, pero no es del tipo que se dé íntegro, y se encuentra 24 años trabajando solamente en televisión. Sin embargo, con las 8 horas que da, deja siempre hecho el día en el estudio.
El señor MONTESINOS TORRES.—	 Ese es el que se levanta a todos.
El señor CROUSILLAT CARREÑO.—	 Risas y Salsa lo vamos a hacer en América. En promedio de rating es uno de los programas más visto desde hace 20 años a esta parte. Es un boom del programa más visto del Perú, entonces eso es muy importante porque la gente se enamora de la gente del personaje cómico.
El señor MONTESINOS TORRES.—	 ¿Va a tener contacto con el (ininteligible).
El señor CROUSILLAT CARREÑO.—	 Sí, en una época.
El señor MONTESINOS TORRES.—	 (ininteligible)
El señor CROUSILLAT CARREÑO.—	 Me dijo, perdóname, yo no te he querido cagar (ininteligible) un pacto de caballeros, yo se lo dije que era (ininteligible) regalado.
El señor MONTESINOS TORRES.—	 No, lógico, sino te hubiese entregado.
El señor CROUSILLAT CARREÑO.—	 Estaba bien, pero no hay problema, y yo sé que tanto problema ahora (ininteligible) Estando Gisela acá, más de tres horas...
El señor MONTESINOS TORRES.—	 Para que no regrese ese desgraciado.
El señor CROUSILLAT CARREÑO.—	 Así es. Hasta ahora le he visto que no hace nada.
El señor MONTESINOS TORRES.—	 No, sigue así. Ojalá que siga así porque tenemos una tranquilidad, hermano, es una tranquilidad.
El señor CROUSILLAT CARREÑO.—	 Todo el mundo comenta, todo el mundo. Oye, tuve un almuerzo (ininteligible), claro, yo, al tipo no le gustó pero respeta la opinión de los demás. (ininteligible) y cree que él puede manejar las cosas como quiere. (Ininteligible) A él claro no le gustó, pero al final dijo, bueno, (ininteligible). Tipo hongo. (ininteligible) buen tipo, pero amigo de Andrade. Este Andrade es un tipo muy difícil, es un tipo que puede enojarse contigo y no hablarte años, es un tipo de pasiones. Y por eso te digo, como se le ve en su sillón, transparente, que vale la pena, es más complejo, o un buen (ininteligible)
El señor MONTESINOS TORRES.—	 Calculando.
El señor CROUSILLAT CARREÑO.—	 Calculando. (ininteligible) televisión (ininteligible), cuál es el mayor obstáculo, ¿no es cierto? Ha habido algunos obstáculos. No obstáculos, sino qué es lo más difícil para escalar (15) y van a sugerir los cambios que creo que es lo más difícil. Claro, es chistoso, irnos a Europa.
El señor MONTESINOS TORRES.—	 No tiene caso, pero tenemos que salir fuera del país. Estamos yendo bien, hermano.
El señor CROUSILLAT CARREÑO.—	 Está yendo demasiado bien.
El señor MONTESINOS TORRES.—	 Ahora el domingo le damos su golpe a Alan García.
El señor CROUSILLAT CARREÑO.—	 Todo el mundo tiene que hablar de que Alan vino. Hay un aspecto al final que...
El señor MONTESINOS TORRES.—	 Que nos ha favorecido.
El señor CROUSILLAT CARREÑO.—	 No hay mal que por bien no venga.
El señor MONTESINOS TORRES.—	 Así es.
El señor CROUSILLAT CARREÑO.—	 Cualquiera sea la realidad (ininteligible)
El señor MONTESINOS TORRES.—	 Así es.
El señor CROUSILLAT CARREÑO.—	 Hubiese salido por ahí en el diario Expreso, La República , pero ahora cuál es el siguiente paso, en el sentido de que debería haber algo en la parte económica en el país y para que la gente diga.
El señor MONTESINOS TORRES.—	 Eso sale en mayo y junio.
El señor CROUSILLAT CARREÑO.—	 Claro.
El señor MONTESINOS TORRES.—	 En mayo y junio nos estamos (ininteligible)
El señor CROUSILLAT CARREÑO.—	 Nosotros estamos haciendo una reestructuración pero estamos con un banco (ininteligible). Tú crees que podrías ayudar con esto.
El señor MONTESINOS TORRES.—	 No, Dionisio Romero, no, en cualquier momento te tira la puñalada.
El señor CROUSILLAT CARREÑO.—	 Nosotros queremos tener una buena relación y se puede pactar, nunca llegamos a lo bueno, siempre a nivel de gerente.
El señor MONTESINOS TORRES.—	 Pero esto es una refinanciación o una póliza que va a servir con motivo de una fusión con el Sudameris.
El señor CROUSILLAT CARREÑO.—	 Con qué banco se (ininteligible) un poco más el manejo y viene la orden de arriba de que el banco se arriesga nomás.
El señor MONTESINOS TORRES.—	 Personas que se apoyan, individuales, particulares, es decir (ininteligible). Claro, habían personas que nos apoyaban, como podían meterse en un banco si necesitan saber cual es la solidez de ese banco (ininteligible) El Wiese es un banco que tengo más confianza, tengo también confianza con Dionisio Romero, pero Dionisio Romero es un tipo muy complicado, pero yo lo noto que es un tipo problemático.
El señor CROUSILLAT CARREÑO.—	 Como banco es muy importante.
El señor MONTESINOS TORRES.—	 El Wiese está como banco a nivel mundial está entre los cinco primeros, porque el Banco de Crédito ha llevado dos misiones muy importantes de una fusión.
El señor CROUSILLAT CARREÑO.—	 Porque ha habido problemas.
El señor MONTESINOS TORRES.—	 No es que haya habido problemas, lo que sucede es que estaban con un terreno financiero y el sistema peruano la hace más sólida y que nos informen, no.
El señor CROUSILLAT CARREÑO.—	 (ininteligible) que nos ayuden con capital de trabajo pero tiene que ser con las garantías del caso, pero tiene que apostar al banco y para la apuesta el dueño tiene que estar decidido a recibir una llamada de alguien (16) que dice: apoya a esa gente.
El señor MONTESINOS TORRES.—	 ¿Bastante problemas?
El señor CROUSILLAT CARREÑO.—	 ¿Víctor, cómo está? Dice que le ha ido bien.
El señor MONTESINOS TORRES.—	 Sí, claro está con mucho trabajo. El solo ser Ministro de Economía demanda ya (ininteligible)
El señor CROUSILLAT CARREÑO.—	 Está apoyado por los medios.
El señor MONTESINOS TORRES.—	 No, o sea, está apoyado por los medios, el tipo conoce el problema, tiene la solvencia profesional y el conocimiento como para manejar.
El señor CROUSILLAT CARREÑO.—	 ¿Qué te pareció lo de la revista?
El señor MONTESINOS TORRES.—	 Muy bien, muy bien.
El señor CROUSILLAT CARREÑO.—	 Sí, pues.
El señor MONTESINOS TORRES.—	 Estaba hablando mal de Alan García. Está bien, ¿no?
El señor CROUSILLAT CARREÑO.—	 Eso, eso (ininteligible)
El señor MONTESINOS TORRES.—	 Claro, eso es lo que van a hacer.
El señor CROUSILLAT CARREÑO.—	 Van a pensar de que es una nota frívola, pero después cualquier cosa.
El señor MONTESINOS TORRES.—	 Claro.
El señor CROUSILLAT CARREÑO.—	 Si tú quieres y de verdad quieres hacer algo, los espacios (ininteligible) en la medida.
El señor MONTESINOS TORRES.—	 En una semana de repente lo invitamos a almorzar, pensemos en algo y con una línea de trabajo en oficina y lo tenemos de nuestro lado. Siempre hay una línea de trabajo, tu fuerza de alguna manera y en qué medida te puedo comentar esto, los alojamientos, las movilidades, y aquí lo que queremos es el resultado.
El señor CROUSILLAT CARREÑO.—	 El costo de la gira podrían usarla con el propósito de la...
Background	—Hace su ingreso a la sala el señor CROUSILLAT LÓPEZ TORRES y es recibido por el señor Vladimiro Montesinos y su hijo.
El señor MONTESINOS TORRES.—	 Hola, hermano.
El señor CROUSILLAT LÓPEZ TORRES.—	 Me había quedado dormido, cojudo, a las 8 me dijo.
El señor MONTESINOS TORRES.—	 Te esperamos desde las 8 de la noche, pero no dijo de las ocho de la noche de que día.
El señor CROUSILLAT LÓPEZ TORRES.—	 Vengo desde México dando vueltas ahora estás en México y Miami, y llegan aviones muy pesados, pero, bueno, lo he aceptado.
El señor CROUSILLAT CARREÑO.—	 Le conté un poco, pero no sé exactamente cuál fue tu conversación.
El señor MONTESINOS TORRES.—	 La Bellsouth como es la primera figura quería hacer un pago, pues, pero no le ha hecho el pago.
El señor CROSULLAT LÓPEZ TORRES.—	 Entonces qué pasa, firmamos contrato con él y no ha cumplido, entonces está en el aire, está transmitiendo y además son contratos por las novelas nacionales y por las novelas extranjeras que le vamos a dar a partir de marzo. Entonces, como no ha cumplido, yo no lo he dicho nada, pero el tipo en el aire, entonces me citó a Miami y yo vivía en México y fui especialmente a verlo y fui a su casa, una casa de la puta madre, ya quisiera tener yo una casa como la de Genaro.
El señor CROUSILLAT CARREÑO.—	 ¿Es muy bonita?
El señor CROUSILLAT LÓPEZ TORRES.—	 Sí, es muy bonita.
El señor MONTESINOS TORRES.—	 A mí la que más me gusta es la chica.
El señor CROUSILLAT LÓPEZ TORRES.—	 Entonces, me encuentro con Genaro y me dice: disculpa, hermano, no hemos podido cumplir contigo, no tengo la plata, son 2 millones y medio de dólares.
El señor MONTESINOS TORRES.—	 Claro.
El señor CROUSILLAT LÓPEZ TORRES.—	 De anticipo.
El señor MONTESINOS TORRES.—	 Lógico.
El señor CROUSILLAT LÓPEZ TORRES.—	 Le digo, mira, hermano, si tú quieres un pacto conmigo ...
El señor MONTESINOS TORRES.—	 Un pacto de sangre.
El señor CROUSILLAT LÓPEZ TORRES.—	 Tú y yo lo sabemos, ¿cuándo me vas a pagar? No, que te pago el 5, el 5 no te puedo pagar, el 15. Okey, como tú digas, pero tú y yo sabemos que hemos firmado un pacto de caballeros y que yo ya cumplí con todo, yo he cumplido con todo lo que te prometí he cumplido. Tú tienes que cumplir con todo lo que prometiste, nada más. Nos tomamos cinco whiskys, hablamos de la luna y entonces en cada oportunidad que tengo yo he conseguido algo que no tenía antes, que es lo siguiente. Nosotros teníamos el producto de Telelínea para el Perú, pero solamente teníamos la primera opción, vale decir, él decía, este programa es para mí, este para mí y todo. Ahora hemos conseguido la renovación del contrato, la exclusividad del producto. Yo puedo programar el Canal 4, puedo programar otro canal también, el que nosotros veamos, el que nosotros miramos y ellos no se van a meter en eso. Yo digo, vamos a hacer un segundo afiliado al Canal 5, por decir, o el Canal 13, yo les sigo. Entonces, yo llegué hace unos días, pasó por acá el hombre de Televisa, me lo llevé del brazo a la oficina de Genaro. Don Raúl Castro, don Genaro, mucho gusto, cómo estás y él le dijo a Genaro Delgado, yo no, él, en nombre de Televisa le dijo: el señor Crousillat, o sea América Televisión, tiene la exclusiva del producto Televisa y está autorizado para afiliar un segundo canal, (17) él va a decir que canal es, ellos podrán presentar otros, ellos están aquí para.., para que sepan que nosotros podemos levantar este negocio...
El señor MONTESINOS TORRES.—	 Claro.
El señor CROUSILLAT CARREÑO.—	 Entonces, cada vez que haya oportunidad le mando más (ininteligible) para que no peque, para que no caiga en la tentación de decir (ininteligible)
El señor MONTESINOS TORRES.—	 (ininteligible) salto a la garrocha, me voy de...
El señor CROUSILLAT CARREÑO.—	 No, no, eso no, yo estoy hablando de que él no puede poner a fin de que vaya mi mamá, mi...
El señor MONTESINOS TORRES.—	 Así es.
El señor CROUSILLAT CARREÑO.—	 Como él me ha incumplido a mí los pagos.
El señor MONTESINOS TORRES.—	 Así es.
El señor CROUSILLAT CARREÑO.—	 Estás en el aire, yo no le he dicho nada, ¿no?, pero el día de mañana pasa algo, yo le planteo todo los contratos, estoy en mi derecho de hacerlo, no creo que se atreva y eso es lo que estoy tratando de asegurar...
El señor MONTESINOS TORRES.—	 Claro, yo estoy de acuerdo, pero tampoco el otro es estúpido...
El señor CROUSILLAT CARREÑO.—	 No está saliendo al aire, te das cuenta de que...
El señor MONTESINOS TORRES.—	 El (ininteligible) sigue con su equipo de gente ...
El señor CROUSILLAT CARREÑO.—	 Ya botaron a varios.
El señor MONTESINOS TORRES.—	 Ya botaron a varios, ya han botado bastante, (ininteligible) está hoy día haciendo sus trabajos de investigación, sueltos, porque ellos tienen sus equipos propios...
