El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Tres temas que la Constitución no da. Cuando se hizo la ley que les acabo de decir que se llama de Participación Ciudadana, a esos tres le agregaron, por ley, no por Constitución, un requisito más que se llama que yo puedo hacer un referéndum para desaprobar leyes, le agregaron un cuarto tema. Bueno, eso se le ocurrió al Doctor Carlos Torres y Torres Lara. No sé por qué fue más allá de la Constitución, porque lo único que han debido repetir es lo que dice la Constitución (?). Entonces, ellos se agarraron de esa ley, de ese inciso que desaprobaron y dijeron: “muy bien, vamos a iniciar una recolección de firmas para desaprobar la ley.” Entonces, ¿qué se hizo? Se derogó hace dos años ese inciso. O sea, ya no existe la posibilidad legal de ir a un referéndum para desaprobar una ley; o sea, yo no tengo el fundamento de derecho para hacer la petición; es decir: “señor, yo pido que me reconozcan tantos años de servicio basado en la Ley de Situación Militar en el artículo tal.” Pero, si me han derogado el artículo, ¿con qué derecho reclamo?	MONTESINOS
"El señor		.—"	 Claro.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Entonces, en este momento ellos presentan al Jurado, dicen: “ya tengo el millón 200 mil firmas, quiero hacer el referéndum” ¿pero basados en qué fundamento? El fundamento de hace 3 años ya no existe y la Constitución solamente me dice 3 y ninguno de esos 3 me dice: “desaprobado.” Entonces yo tengo que hacer el petitorio con un fundamento de derecho y el fundamento de firmas. Entonces, el Jurado no puede aplicar eso porque la ley está derogada, si ellos aplican una ley derogada estarían incurriendo en una nulidad.	MONTESINOS
"El señor		.—"	 Claro.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Y las leyes tienen efecto retroactivo solamente en materia penal favorables al reo. Pero, en materia electoral o de otra naturaleza no tienen (?) Muy bien, ellos dicen que han recolectado un millón 200 mil firmas para que se haga el referéndum. Un millón 200 mil firmas no pueden poner a voluntad pues a 11 millones 700 mil personas, porque se supone que si todos quisieran cambiarlas, ellos debían haber juntado pues 10 millones de éstos ó 6 millones. Entonces, basados en un millón 200 mil, que no significa sino el 10% del electorado; o sea, el 90 está ajeno, al margen.	MONTESINOS
"El señor		.—"	 Y con las justas, porque allí debe haber (?)	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Claro, es imposible que...	MONTESINOS
"El señor		.—"	 En todo caso, (?).	SENOR
"El señor		.—"	 La moral está por lo suelos.	SENOR
"El señor		.—"	 Ese Menem ha hecho tremendo daño a la Fuerza Armada ¿ah?	SENOR
"El señor		.—"	 (?)	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Por eso el Segundo Cuerpo del Ejército, que quedaba ahí en Palermo, como decir la Segunda Región Militar, la desaparecieron. O sea, ¿qué tienen en Buenos Aires? Solamente tienen el regimiento este de caballos, como decir el Regimiento Escolta del Presidente. De  Fuerza no tienen absolutamente nada, desaparecieron el Segundo Cuerpo del Ejército, ahí no hay nada.	MONTESINOS
"El señor		.—"	 La Fuerza Aérea también tiene problemas.	SENOR
"El señor		.—"	 Han privatizado su servicio de mantenimiento ellos (?)	SENOR
"El señor		.—"	 Es una pena.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Sí, es una pena, realmente es una pena. Mientras tanto, por ejemplo, en Chile, estamos viendo cómo (6) en la Fuerza Armada Chilena, de que en la práctica con Argentina ya no hay ningún problema. Con Bolivia... bueno, Bolivia para Chile  no es nada. Entonces, solamente quedamos nosotros. Vemos cómo ellos están desarrollando su Fuerza Armada con un concepto ofensivo-defensivo, pero el proyecto Rayo, la modernización es bajo el criterio de fuerzas armadas en condiciones de entrar en operaciones para defender(?) según sea el caso, el proyecto Rayo.	MONTESINOS
"El señor		.—"	 Claro, ahí está el proyecto Rayo.	SENOR
"El señor		.—"	 Así es, así es.	SENOR
"El señor		.—"	 ¿Y ya no hay problema fronterizo ahí?	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 No tiene problema fronterizo, pero el centro le da la fuerza armada, es casi como nosotros.	MONTESINOS
"El señor		.—"	 Claro, claro, ya es otro concepto, ya eso es la inversión chilena.	SENOR
"El señor		.—"	 La defensa de sus inversiones.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Por eso es que nosotros no debemos  nunca bajar la guardia y pensar que Chile es menos que nosotros.	MONTESINOS
"El señor		.—"	 No, eso nunca.	SENOR
"El señor		.—"	 La concepción y el despliegue de esfuerzos no varía, (parte testada).	SENOR
"El señor		.—"	 Alan García en ese concepto desactivaba.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 No te pases, ese es un irresponsable.	MONTESINOS
"El señor		.—"	 Dice que la misma ciudadanía chilena, el sentimiento que tiene hacia nosotros, que se expresó del partido pero (?) les afloró todo, les afloró todo.	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 En realidad salió ahí.	MONTESINOS
El señor COMANDANTE GENERAL DE LA FUERZA AÉREA DEL PERÚ, General del Aire don Elesván Bello Vásquez.—	 Sí, eso es cierto.  (Parte testada)	MONTES DE OCA
El señor MINISTRO DE DEFENSA, General EP don Julio Salazar Monroe.—	 Claro, por supuesto.	MONTES DE OCA
"El señor		.—"	 Lógico.	SENOR
"El señor		.—"	 Y estaba invitado el general ahí. (Parte testada).	SENOR
El señor MINISTRO DE DEFENSA, General EP don Julio Salazar Monroe.—	 Es como cuando celebran el Día del Ejército, el Día del Ejército Chileno y la Gloria Nacional. La fecha, Aniversario del Día del Ejército y la Gloria Nacional.	MONTES DE OCA
"El señor		.—"	 El otro día fue uno de los defraudados en el partido de Chile porque coincidió con la ronda de conversaciones, no sé si se acuerda, y fuimos al estadio. Verdaderamente el público gritó cualquier cantidad; pero, ¿sabe quien inició la cuestión? Los peruanos. (Parte testada). Sale la selección chilena y los empiezan a pifiar en el estadio, era un grupito de peruanos,  chiquitito. (Risas.)	SENOR
El señor ASESOR DE LA ALTA DIRECCIÓN DEL SERVICIO DE INTELIGENCIA NACIONAL (SIN), Doctor don Vladimiro Montesinos Torres.—	 Yo dije no van a (?)	MONTESINOS
"El señor		.—"	 Así es, Doctor, ha sido así claro, estaba el grupo (?)	SENOR
"El señor		.—"	 Sí, pero en el aeropuerto pasaron cosas.	SENOR
"El señor		.—"	 Bueno, sí, ha habido, ha habido, pues, y seguramente por eso es que la barra pifió.	SENOR
El señor COMANDANTE GENERAL DE LA FUERZA AÉREA DEL PERÚ, General del Aire don Elesván Bello Vásquez.—	 ¿Sabes qué? No debemos engañarnos.	MONTES DE OCA
"El señor		.—"	 No, yo estoy seguro de eso, pero digo pues como fue la chicha.	SENOR
El señor COMANDANTE GENERAL DE LA FUERZA AÉREA DEL PERÚ, General del Aire don Elesván Bello Vásquez.—	 Eso es sicología de masas.	MONTES DE OCA
"El señor		.—"	 Y después sabes que, el estadio era completamente rojo, de camisetas rojas o sea no es que van de civil, no, cada uno con su camiseta roja, eso también es algo que a la selección (?). Y lamentablemente la selección jugó en el primer tiempo bien, después llegó un momento en que “pum” cayó el (?). (Parte testada).	SENOR
Background	—Fin del Vídeo N.° 975. —Transcripción: miércoles 13 de junio de 2001.	BACKGROUNDUNIDENTIFIED
speaker	speech	DELGADO PARKER
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N.° 974 (Este vídeo es continuación del  Vídeo N.° 975) “CONDECORACIÓN AL DR. VLADIMIRO MONTESINOS TORRES POR LA FUERZA AÉREA DEL PERÚ” DEL 24 DE JULIO DE 1998 —Se ve saliendo al doctor Vladimiro Montesinos Torres de la sala donde se ha llevado a cabo la ceremonia de condecoración, a su lado izquierdo lo acompaña el general FAP Elesván Bello Vásquez y a su lado derecho lo acompaña otro general FAP. Luego detrás de ellos un buen número de personas (algunos con cámaras de video) y también sale el general EP Julio Salazar Monroe.	BACKGROUNDUNIDENTIFIED
El señor MONTESINOS TORRES.—	 Tiene su chispa. (Risas.)	MONTESINOS
El general FAP.—	 Uy, cuando nos ponemos en un contrapunteo (risas) más o menos...	VERA
El general FAP BELLO VÁSQUEZ.—	 Se sonríe de la ocurrencia del general FAP.	BELLO VAZQUEZ
Background	—Luego llegan a la salida y se despiden.	BACKGROUNDUNIDENTIFIED
El señor MONTESINOS TORRES.—	 Muchas gracias general.	MONTESINOS
El general FAP BELLO VÁSQUEZ.—	 De nada doctor, gracias a usted.	BELLO VAZQUEZ
El señor MONTESINOS TORRES.—	 Mi general, muchas gracias.	MONTESINOS
El general FAP.—	 Felicidades, hasta luego, felicitaciones.	VERA
Background	—Se retira el doctor Vladimiro Montesinos Torres en un cherokee de color negro y el general FAP Elesván Bello Vásquez con el otro general FAP, reingresan al local institucional. —Minutos después ambos generales FAP, hacen lo mismo y despiden al general EP Julio Salazar Monroe y a su edecán, quienes ingresan a un carro azul. —Luego se visualizan varias fotos: 1.- Se ve al doctor Vladimiro Montesinos Torres, esperando que lo condecoren. 2.- La condecoración al doctor Vladimiro Montesinos Torres, impuesta por el general FAP Elesván Bello Vásquez. 3.- El doctor Vladimiro Montesinos Torres, regresando a su ubicación correspondiente. 4.- El general FAP Elesván Bello Vásquez, dando su discurso a los concurrentes. 5 y 6.- El doctor Vladimiro Montesinos Torres, con toda la Plana Mayor de la FAP. 7.- El doctor Vladimiro Montesinos Torres, agradeciendo la condecoración otorgada. 8.- El general FAP Elesván Bello Vásquez junto al doctor Vladimiro Montesinos Torres. —Fin del vídeo N.° 974. —Transcripción: miércoles 13 de Junio de 2001.	BACKGROUNDUNIDENTIFIED
